Sicil_ID,Hire Date,Termination Date,Gender,Seniority,Age Range,Education Level,Title,City
M02506,43080,44407,Male,C,39-45,Primary School,TT,zonguldak
M02507,45516,,Male,C,32-38,Doctorate,YY,tekirdað
M02508,44120,,Female,B,46-52,Associate Degree,PP,karaman
M02509,44548,45621,Female,A,25-31,Primary School,XX,eskiþehir
M02510,44518,,Female,G,52+,Primary School,RR,çanakkale
M02511,42289,44091,Male,E,39-45,Doctorate,YY,iðdir
M02512,45576,,Female,B,46-52,Primary School,TT,bartin
M02513,42621,43374,Female,C,32-38,Doctorate,ZZ,ankara
M02514,42709,44772,Male,B,25-31,Master's Degree,RR,mersin
M02515,44126,,Male,A,52+,Primary School,PP,nevþehir
M02516,42032,45238,Male,F,39-45,Primary School,PP,rize
M02517,44501,,Male,D,39-45,Primary School,TT,edirne
M02518,43702,,Female,B,52+,High School,TT,denizli
M02519,45486,,Male,C,39-45,Bachelor's Degree,XX,edirne
M02520,43472,,Male,C,32-38,Doctorate,XX,çanakkale
M02521,42424,43998,Male,D,46-52,Associate Degree,XX,eskiþehir
M02522,42040,45259,Female,B,32-38,Bachelor's Degree,PP,tunceli
M02523,43319,,Male,G,25-31,High School,XX,sivas
M02524,42846,44970,Male,B,18-24,High School,ZZ,bilecik
M02525,42168,45652,Male,F,46-52,Master's Degree,ZZ,karaman
M02526,42166,43769,Male,D,25-31,Bachelor's Degree,ZZ,trabzon
M02527,42389,,Female,C,25-31,Primary School,ZZ,afyonkarahisar
M02528,43343,44831,Male,G,25-31,Doctorate,XX,rize
M02529,43088,44406,Male,G,18-24,High School,RR,nevþehir
M02530,44478,,Female,E,52+,Master's Degree,KK,konya
M02531,44727,,Male,G,39-45,High School,TT,diyarbakir
M02532,42579,43491,Male,C,32-38,High School,KK,iðdir
M02533,43781,45141,Female,A,39-45,Associate Degree,ZZ,düzce
M02534,44284,,Male,D,25-31,Master's Degree,ZZ,kahramanmaraþ
M02535,42156,45562,Female,D,25-31,High School,TT,bayburt
M02536,44540,,Male,A,46-52,Associate Degree,YY,düzce
M02537,43420,,Male,D,25-31,Associate Degree,TT,aðri
M02538,43162,,Female,B,18-24,Doctorate,RR,kilis
M02539,43615,44194,Female,C,39-45,Bachelor's Degree,ZZ,gümüþhane
M02540,43376,45373,Female,E,25-31,Primary School,RR,hatay
M02541,43443,45329,Male,F,25-31,Associate Degree,KK,bingöl
M02542,44800,45263,Female,B,32-38,High School,YY,bilecik
M02543,43626,44090,Male,A,18-24,Associate Degree,PP,adiyaman
M02544,42848,45367,Female,G,32-38,Associate Degree,YY,düzce
M02545,44747,,Female,E,18-24,Master's Degree,RR,bingöl
M02546,45010,,Male,B,39-45,Associate Degree,KK,kocaeli
M02547,42716,,Male,A,52+,Master's Degree,YY,kütahya
M02548,42752,44804,Female,B,52+,High School,XX,çanakkale
M02549,43780,,Male,D,18-24,Bachelor's Degree,PP,sakarya
M02550,43323,,Female,C,18-24,High School,TT,manisa
M02551,45046,,Male,E,18-24,Master's Degree,PP,sakarya
M02552,45246,,Male,G,52+,Doctorate,YY,kars
M02553,44972,45372,Female,A,46-52,Doctorate,TT,karabük
M02554,44050,44834,Female,E,18-24,Associate Degree,XX,edirne
M02555,42990,45156,Female,A,52+,Primary School,XX,izmir
M02556,44662,,Female,A,32-38,Master's Degree,PP,bolu
M02557,43378,,Male,A,52+,Master's Degree,TT,düzce
M02558,45571,,Female,D,32-38,Primary School,ZZ,sakarya
M02559,44598,,Female,C,25-31,Primary School,XX,izmir
M02560,42520,,Female,F,46-52,Primary School,ZZ,erzincan
M02561,43727,44186,Female,E,46-52,Associate Degree,KK,hakkari
M02562,42982,,Male,D,52+,Bachelor's Degree,RR,denizli
M02563,45387,,Female,B,18-24,Master's Degree,YY,adana
M02564,44790,,Female,E,39-45,Associate Degree,TT,kastamonu
M02565,45093,,Female,E,32-38,Master's Degree,PP,antalya
M02566,44089,,Female,B,46-52,Doctorate,YY,çorum
M02567,45028,45132,Female,E,25-31,Associate Degree,TT,gümüþhane
M02568,43826,,Female,B,25-31,Master's Degree,KK,afyonkarahisar
M02569,44756,,Male,A,25-31,Associate Degree,PP,gaziantep
M02570,45049,,Female,E,32-38,Doctorate,XX,düzce
M02571,43940,45555,Male,D,18-24,Bachelor's Degree,XX,ankara
M02572,45400,,Female,F,25-31,Doctorate,KK,osmaniye
M02573,44669,45553,Female,G,25-31,Master's Degree,XX,van
M02574,42350,43060,Female,C,39-45,Associate Degree,RR,bayburt
M02575,45036,,Female,F,32-38,High School,ZZ,konya
M02576,45570,,Female,B,39-45,Doctorate,YY,balikesir
M02577,44727,45236,Female,C,39-45,High School,PP,amasya
M02578,43977,45266,Male,B,46-52,Associate Degree,ZZ,sivas
M02579,43795,,Male,E,52+,Bachelor's Degree,TT,çanakkale
M02580,44241,44901,Male,G,25-31,Doctorate,XX,gaziantep
M02581,42162,44588,Female,A,52+,Bachelor's Degree,RR,aðri
M02582,43993,,Female,C,18-24,Doctorate,YY,hatay
M02583,42574,44562,Female,E,32-38,Doctorate,PP,hatay
M02584,42520,43580,Male,E,18-24,Master's Degree,TT,ardahan
M02585,44075,,Male,C,18-24,Primary School,ZZ,düzce
M02586,43103,43809,Female,A,46-52,Doctorate,RR,rize
M02587,45580,,Female,F,25-31,High School,YY,kastamonu
M02588,45490,,Male,B,25-31,Primary School,RR,adiyaman
M02589,42370,42765,Female,C,39-45,Bachelor's Degree,TT,tokat
M02590,42368,45378,Male,D,52+,Primary School,PP,burdur
M02591,43140,45638,Male,G,39-45,Bachelor's Degree,KK,adana
M02592,44543,,Female,A,18-24,Primary School,TT,kayseri
M02593,44926,,Female,E,32-38,Primary School,TT,kayseri
M02594,45633,,Female,C,32-38,Bachelor's Degree,RR,kars
M02595,42026,42657,Female,B,46-52,Doctorate,PP,bitlis
M02596,44987,,Female,A,52+,Doctorate,ZZ,bolu
M02597,42634,43796,Female,E,32-38,Doctorate,KK,çankiri
M02598,44868,,Male,G,39-45,Associate Degree,KK,tekirdað
M02599,44822,45481,Female,A,18-24,Master's Degree,ZZ,hatay
M02600,43356,,Male,G,39-45,Master's Degree,PP,düzce
M02601,42984,43591,Female,B,52+,Doctorate,KK,yalova
M02602,42773,45193,Male,A,39-45,High School,TT,bitlis
M02603,43138,44889,Male,A,52+,Bachelor's Degree,KK,bitlis
M02604,44662,,Female,E,46-52,High School,KK,bayburt
M02605,44414,,Male,B,18-24,Primary School,YY,ardahan
M02606,45254,,Female,F,18-24,Bachelor's Degree,RR,çankiri
M02607,42602,,Female,G,32-38,Primary School,RR,erzurum
M02608,42563,44790,Female,B,46-52,Associate Degree,XX,bursa
M02609,44071,,Male,E,32-38,Master's Degree,XX,niðde
M02610,44423,,Male,D,18-24,Primary School,YY,osmaniye
M02611,42252,44854,Female,G,52+,Associate Degree,TT,gümüþhane
M02612,44255,,Female,C,39-45,Associate Degree,PP,ardahan
M02613,44572,45450,Female,E,46-52,Primary School,KK,kirklareli
M02614,45353,,Male,A,46-52,Master's Degree,ZZ,adiyaman
M02615,43939,,Male,C,39-45,Doctorate,YY,gaziantep
M02616,44282,44916,Female,D,46-52,High School,TT,çorum
M02617,45560,,Female,C,18-24,Master's Degree,PP,bayburt
M02618,42522,43635,Female,D,18-24,Associate Degree,YY,kirklareli
M02619,43530,44506,Female,C,39-45,Doctorate,YY,mersin
M02620,45553,,Female,A,52+,Primary School,ZZ,aydin
M02621,42255,44217,Female,B,25-31,Bachelor's Degree,YY,zonguldak
M02622,43095,,Female,E,52+,High School,TT,düzce
M02623,43467,44970,Male,D,32-38,Associate Degree,PP,kilis
M02624,44506,45645,Male,G,46-52,Associate Degree,XX,diyarbakir
M02625,42120,43799,Female,C,18-24,High School,TT,artvin
M02626,44864,,Female,A,18-24,Bachelor's Degree,ZZ,sinop
M02627,43337,44887,Female,C,18-24,Doctorate,YY,niðde
M02628,44166,,Male,F,18-24,Primary School,XX,karabük
M02629,45430,,Male,F,39-45,Master's Degree,YY,edirne
M02630,43661,,Female,E,32-38,Doctorate,TT,denizli
M02631,43756,,Male,G,52+,Associate Degree,TT,bursa
M02632,45474,,Female,E,32-38,Associate Degree,RR,artvin
M02633,42338,43054,Female,C,32-38,High School,PP,osmaniye
M02634,44238,45271,Female,F,32-38,Doctorate,PP,diyarbakir
M02635,43739,,Male,E,52+,Associate Degree,TT,kilis
M02636,43623,44972,Female,E,18-24,Doctorate,PP,mardin
M02637,45184,,Male,F,32-38,Doctorate,XX,yalova
M02638,43789,,Female,E,46-52,Doctorate,RR,izmir
M02639,44431,,Male,B,52+,Doctorate,TT,aydin
M02640,43870,,Female,B,39-45,Doctorate,TT,bayburt
M02641,43308,44028,Female,A,25-31,Bachelor's Degree,XX,denizli
M02642,44517,,Male,C,46-52,Associate Degree,XX,çanakkale
M02643,44625,,Male,A,52+,Primary School,YY,aksaray
M02644,42770,44324,Female,F,25-31,Primary School,KK,bilecik
M02645,42258,44149,Female,D,32-38,Master's Degree,RR,kütahya
M02646,45204,,Male,D,39-45,Primary School,ZZ,bingöl
M02647,44518,,Female,G,39-45,Master's Degree,RR,malatya
M02648,44372,,Female,C,52+,Associate Degree,ZZ,bolu
M02649,42853,45158,Female,D,39-45,Master's Degree,ZZ,karabük
M02650,42771,45049,Female,G,39-45,Bachelor's Degree,RR,van
M02651,45073,,Male,C,25-31,Master's Degree,TT,iðdir
M02652,43841,,Male,A,18-24,Master's Degree,ZZ,kars
M02653,44775,,Female,G,25-31,Associate Degree,RR,karaman
M02654,42981,44028,Female,D,18-24,Bachelor's Degree,RR,mersin
M02655,45265,,Female,E,18-24,High School,TT,bolu
M02656,42748,43479,Male,E,46-52,Primary School,PP,burdur
M02657,42422,44153,Male,D,25-31,Master's Degree,TT,adiyaman
M02658,43145,44591,Female,G,25-31,High School,RR,çanakkale
M02659,43695,,Female,F,25-31,Bachelor's Degree,YY,edirne
M02660,43575,,Female,G,32-38,Master's Degree,TT,antalya
M02661,43930,45430,Female,E,32-38,High School,KK,þirnak
M02662,44613,,Male,D,25-31,High School,ZZ,istanbul
M02663,45563,,Male,B,18-24,Associate Degree,ZZ,istanbul
M02664,43907,45057,Female,G,32-38,Primary School,ZZ,karabük
M02665,43300,,Female,E,39-45,Bachelor's Degree,RR,diyarbakir
M02666,43161,45058,Male,F,39-45,Master's Degree,TT,çorum
M02667,42900,43963,Female,A,25-31,Master's Degree,TT,isparta
M02668,42612,44095,Male,A,18-24,Bachelor's Degree,PP,niðde
M02669,42499,,Male,E,25-31,Doctorate,XX,yozgat
M02670,44771,,Female,C,39-45,Primary School,YY,mardin
M02671,45051,,Female,F,32-38,Bachelor's Degree,XX,van
M02672,44251,,Female,B,39-45,Primary School,RR,osmaniye
M02673,42118,45395,Female,D,18-24,Master's Degree,YY,þirnak
M02674,43847,,Male,B,52+,Bachelor's Degree,PP,muðla
M02675,43739,44453,Male,G,39-45,Master's Degree,TT,hakkari
M02676,43773,45394,Female,E,52+,Master's Degree,ZZ,aðri
M02677,44922,,Male,D,52+,High School,TT,kilis
M02678,43918,,Female,C,39-45,High School,PP,bolu
M02679,43923,,Female,E,46-52,Bachelor's Degree,YY,düzce
M02680,44134,,Female,D,52+,High School,YY,osmaniye
M02681,45367,,Female,A,39-45,Master's Degree,YY,konya
M02682,43930,44313,Male,B,52+,Associate Degree,RR,çanakkale
M02683,44722,,Female,A,39-45,Doctorate,XX,adana
M02684,45073,,Female,A,52+,Associate Degree,KK,amasya
M02685,45221,,Female,C,32-38,Doctorate,YY,tunceli
M02686,43592,44790,Female,A,52+,Master's Degree,XX,kirklareli
M02687,43825,44137,Male,G,39-45,Associate Degree,ZZ,çorum
M02688,43668,,Female,D,32-38,Master's Degree,TT,þirnak
M02689,42978,44652,Female,E,52+,Bachelor's Degree,ZZ,adana
M02690,42154,44627,Male,G,39-45,Associate Degree,RR,çankiri
M02691,42982,,Male,D,18-24,Doctorate,RR,hatay
M02692,42392,45188,Female,B,52+,Master's Degree,TT,tekirdað
M02693,44290,,Female,B,25-31,Bachelor's Degree,YY,giresun
M02694,45059,,Female,G,32-38,Bachelor's Degree,KK,burdur
M02695,44831,,Male,G,52+,Associate Degree,YY,þanliurfa
M02696,44460,,Male,B,18-24,Bachelor's Degree,YY,çorum
M02697,44378,,Female,C,25-31,High School,TT,bursa
M02698,42272,44505,Male,F,46-52,Primary School,XX,ardahan
M02699,45554,,Male,D,32-38,Doctorate,RR,kahramanmaraþ
M02700,42247,44009,Male,E,39-45,Primary School,PP,kirþehir
M02701,43355,44707,Female,F,32-38,High School,XX,muþ
M02702,42743,45189,Female,D,18-24,Primary School,KK,nevþehir
M02703,42805,42898,Male,C,18-24,Master's Degree,PP,gümüþhane
M02704,45110,,Male,A,25-31,Doctorate,PP,giresun
M02705,44720,,Male,F,32-38,Associate Degree,XX,hatay
M02706,44820,,Male,A,46-52,High School,TT,aksaray
M02707,43048,45344,Female,G,39-45,Associate Degree,KK,rize
M02708,42470,,Female,G,18-24,Doctorate,YY,ordu
M02709,42878,43831,Male,A,25-31,Master's Degree,TT,çanakkale
M02710,43287,45236,Female,G,39-45,High School,RR,kirikkale
M02711,44876,,Male,D,52+,Doctorate,RR,izmir
M02712,43591,45591,Male,B,52+,Bachelor's Degree,XX,muþ
M02713,43045,,Male,A,18-24,Associate Degree,ZZ,sivas
M02714,45291,,Male,G,25-31,Master's Degree,KK,bartin
M02715,42973,,Female,D,18-24,Bachelor's Degree,PP,uþak
M02716,42296,43978,Female,C,18-24,Associate Degree,PP,kahramanmaraþ
M02717,44152,45579,Female,C,39-45,Primary School,KK,izmir
M02718,43227,,Male,F,46-52,High School,XX,düzce
M02719,45024,45577,Male,F,18-24,Primary School,XX,kilis
M02720,44636,,Male,B,18-24,Associate Degree,KK,istanbul
M02721,42790,42939,Male,B,25-31,Bachelor's Degree,TT,çanakkale
M02722,42131,44151,Male,F,52+,Bachelor's Degree,YY,mardin
M02723,44356,45477,Female,D,39-45,Doctorate,PP,ardahan
M02724,42985,,Female,D,32-38,High School,PP,çorum
M02725,42173,45249,Female,E,46-52,Primary School,ZZ,aðri
M02726,43505,45591,Male,D,46-52,Associate Degree,RR,bingöl
M02727,42039,44479,Male,E,46-52,Bachelor's Degree,KK,denizli
M02728,43123,44523,Male,A,52+,Doctorate,RR,tokat
M02729,42974,44688,Female,G,25-31,Doctorate,TT,bingöl
M02730,44118,,Female,D,39-45,Associate Degree,XX,van
M02731,42420,45393,Male,F,32-38,Bachelor's Degree,KK,þanliurfa
M02732,42059,42729,Male,F,52+,Associate Degree,YY,gümüþhane
M02733,43238,44387,Female,A,32-38,Bachelor's Degree,YY,diyarbakir
M02734,42661,44149,Female,E,39-45,Master's Degree,XX,antalya
M02735,44422,,Female,F,32-38,Bachelor's Degree,TT,zonguldak
M02736,42203,44455,Male,E,25-31,Master's Degree,ZZ,düzce
M02737,42335,43839,Male,C,18-24,Doctorate,YY,kayseri
M02738,43709,,Male,F,18-24,Bachelor's Degree,ZZ,isparta
M02739,42215,44792,Female,A,25-31,Primary School,XX,bartin
M02740,43325,45366,Female,G,32-38,Doctorate,XX,gaziantep
M02741,44025,45087,Female,F,39-45,Associate Degree,YY,ordu
M02742,42411,45383,Female,C,18-24,Bachelor's Degree,XX,bayburt
M02743,45341,,Female,F,39-45,Bachelor's Degree,PP,karabük
M02744,44418,45644,Female,B,46-52,Doctorate,YY,karabük
M02745,43713,45427,Male,E,39-45,Master's Degree,TT,giresun
M02746,45620,,Female,A,39-45,Master's Degree,RR,bolu
M02747,45360,,Female,F,25-31,Associate Degree,XX,bayburt
M02748,42444,42557,Female,D,18-24,Master's Degree,RR,uþak
M02749,44236,,Male,E,46-52,Primary School,TT,bilecik
M02750,43033,43881,Female,D,18-24,Bachelor's Degree,YY,trabzon
M02751,44536,,Male,A,18-24,Primary School,ZZ,tunceli
M02752,42012,44093,Male,A,46-52,Doctorate,TT,þirnak
M02753,44268,,Male,C,52+,Primary School,TT,düzce
M02754,43045,44641,Male,B,25-31,Associate Degree,TT,antalya
M02755,45594,,Male,C,32-38,Primary School,TT,kütahya
M02756,43961,44803,Male,G,25-31,Associate Degree,YY,mardin
M02757,43889,,Female,D,18-24,Doctorate,XX,rize
M02758,44336,,Female,B,52+,Primary School,TT,burdur
M02759,43970,44296,Female,A,39-45,Master's Degree,RR,bolu
M02760,42122,43507,Female,F,39-45,Associate Degree,TT,þanliurfa
M02761,44112,,Male,E,25-31,Bachelor's Degree,YY,þanliurfa
M02762,42416,42890,Female,G,18-24,Doctorate,PP,aksaray
M02763,43279,44970,Female,F,46-52,High School,PP,çorum
M02764,45024,,Male,F,39-45,Primary School,YY,batman
M02765,42522,45588,Female,B,18-24,Master's Degree,KK,izmir
M02766,43726,45126,Female,F,18-24,Primary School,ZZ,çankiri
M02767,45618,,Female,B,18-24,Associate Degree,XX,kirikkale
M02768,45411,,Female,G,52+,Bachelor's Degree,XX,amasya
M02769,42806,44075,Female,A,25-31,Bachelor's Degree,RR,aksaray
M02770,43356,,Male,F,25-31,Bachelor's Degree,ZZ,manisa
M02771,43379,44261,Female,F,32-38,Primary School,PP,nevþehir
M02772,45337,,Female,F,46-52,Master's Degree,KK,mersin
M02773,44748,,Male,F,46-52,Associate Degree,RR,istanbul
M02774,42189,44946,Male,E,39-45,Master's Degree,TT,adana
M02775,43636,,Male,E,46-52,Primary School,YY,uþak
M02776,45488,,Female,E,46-52,Primary School,TT,aksaray
M02777,44621,,Male,F,46-52,Primary School,RR,niðde
M02778,45044,,Female,B,52+,Associate Degree,KK,amasya
M02779,42654,44307,Female,A,52+,Bachelor's Degree,PP,van
M02780,43268,,Female,B,52+,Bachelor's Degree,RR,muþ
M02781,43316,,Female,B,46-52,Associate Degree,XX,kütahya
M02782,42655,43558,Male,D,46-52,Doctorate,YY,hakkari
M02783,42190,44013,Male,G,52+,Primary School,KK,adana
M02784,45098,,Male,C,39-45,Doctorate,RR,isparta
M02785,42922,,Female,F,39-45,Doctorate,YY,kars
M02786,45374,,Male,F,46-52,Primary School,RR,karabük
M02787,44301,,Female,C,32-38,High School,KK,amasya
M02788,44253,44834,Male,G,52+,Bachelor's Degree,TT,tunceli
M02789,45140,,Male,F,46-52,Bachelor's Degree,YY,aksaray
M02790,45318,,Female,C,39-45,Bachelor's Degree,RR,erzurum
M02791,45327,,Female,E,25-31,Bachelor's Degree,TT,afyonkarahisar
M02792,44039,,Female,A,32-38,Primary School,YY,yozgat
M02793,42203,42681,Male,C,39-45,Master's Degree,XX,kirþehir
M02794,43087,45609,Male,A,18-24,Bachelor's Degree,PP,malatya
M02795,43333,,Female,B,18-24,Associate Degree,RR,antalya
M02796,44087,,Female,E,39-45,Doctorate,TT,istanbul
M02797,43746,,Female,C,39-45,High School,TT,tunceli
M02798,43109,,Female,G,32-38,High School,PP,diyarbakir
M02799,45619,,Male,G,32-38,Primary School,YY,kocaeli
M02800,42612,45127,Female,G,46-52,Bachelor's Degree,XX,þirnak
M02801,43753,44427,Female,A,39-45,Doctorate,PP,aðri
M02802,43087,44728,Male,A,32-38,Associate Degree,KK,gümüþhane
M02803,43164,45451,Female,A,39-45,Bachelor's Degree,KK,amasya
M02804,45626,,Female,E,18-24,Primary School,KK,izmir
M02805,42708,44611,Male,A,39-45,Master's Degree,RR,kütahya
M02806,43792,,Male,F,25-31,Master's Degree,XX,bilecik
M02807,42146,,Male,E,46-52,High School,RR,karaman
M02808,44730,,Male,D,52+,Associate Degree,ZZ,giresun
M02809,43359,,Female,A,52+,Primary School,ZZ,eskiþehir
M02810,43038,43538,Female,C,52+,Doctorate,YY,amasya
M02811,43914,44408,Female,G,32-38,High School,TT,düzce
M02812,42037,44464,Female,A,25-31,Associate Degree,TT,kastamonu
M02813,42297,43958,Male,G,18-24,Bachelor's Degree,RR,uþak
M02814,42240,45547,Male,C,39-45,High School,PP,adana
M02815,42150,45095,Female,C,32-38,Bachelor's Degree,PP,kayseri
M02816,44374,45289,Female,F,32-38,Associate Degree,KK,nevþehir
M02817,42586,44121,Female,D,46-52,Doctorate,PP,nevþehir
M02818,44613,45254,Male,E,18-24,High School,YY,yalova
M02819,43857,44130,Female,E,39-45,Primary School,KK,bayburt
M02820,43740,45180,Female,B,46-52,Primary School,XX,kirklareli
M02821,42994,44162,Female,G,25-31,High School,PP,mardin
M02822,42502,43620,Male,F,52+,Primary School,ZZ,ankara
M02823,45086,,Female,G,52+,Bachelor's Degree,ZZ,tunceli
M02824,42855,43377,Female,B,39-45,Associate Degree,RR,tekirdað
M02825,44266,,Male,G,25-31,Associate Degree,TT,izmir
M02826,44640,,Female,G,46-52,Associate Degree,RR,elazið
M02827,43527,45407,Female,D,52+,Master's Degree,RR,malatya
M02828,44921,,Male,B,46-52,Master's Degree,XX,çorum
M02829,44935,,Female,B,18-24,High School,KK,siirt
M02830,42452,43985,Male,C,39-45,Primary School,RR,antalya
M02831,45268,,Female,E,46-52,Doctorate,TT,hatay
M02832,43763,,Male,A,46-52,Associate Degree,YY,hakkari
M02833,43882,45341,Male,C,39-45,Doctorate,RR,sinop
M02834,42734,45435,Female,D,32-38,High School,RR,nevþehir
M02835,45253,,Male,E,39-45,Associate Degree,ZZ,sakarya
M02836,43318,,Male,F,46-52,Primary School,RR,bolu
M02837,44169,,Female,G,46-52,Master's Degree,TT,kirþehir
M02838,42013,43931,Male,A,18-24,Primary School,ZZ,bayburt
M02839,44418,44983,Female,G,52+,Master's Degree,TT,kocaeli
M02840,45631,,Male,F,32-38,Master's Degree,KK,manisa
M02841,45291,,Male,B,46-52,Master's Degree,PP,düzce
M02842,44833,,Female,B,52+,Doctorate,XX,bayburt
M02843,44767,,Male,A,18-24,Bachelor's Degree,YY,sinop
M02844,42976,43625,Female,G,18-24,Primary School,YY,adiyaman
M02845,42879,43413,Female,F,46-52,Bachelor's Degree,KK,burdur
M02846,43444,45369,Female,C,25-31,Master's Degree,TT,zonguldak
M02847,45158,,Male,G,32-38,Bachelor's Degree,YY,afyonkarahisar
M02848,43794,,Male,G,32-38,Associate Degree,ZZ,batman
M02849,42814,43593,Male,B,39-45,Doctorate,KK,burdur
M02850,45426,,Female,F,18-24,Primary School,TT,kocaeli
M02851,44089,,Male,E,39-45,Primary School,KK,gümüþhane
M02852,43132,45166,Male,B,39-45,Master's Degree,ZZ,edirne
M02853,44697,,Male,D,46-52,Associate Degree,ZZ,eskiþehir
M02854,42048,43660,Male,C,32-38,Master's Degree,YY,kahramanmaraþ
M02855,44761,,Male,F,46-52,Bachelor's Degree,XX,edirne
M02856,44580,,Male,A,18-24,Primary School,TT,karaman
M02857,43164,44772,Female,F,32-38,Bachelor's Degree,TT,siirt
M02858,45322,,Male,E,32-38,Primary School,YY,aksaray
M02859,45488,,Female,A,52+,Doctorate,PP,kütahya
M02860,43790,,Male,A,18-24,Associate Degree,XX,bursa
M02861,42073,44817,Female,D,52+,Master's Degree,YY,elazið
M02862,42890,45392,Male,A,52+,Master's Degree,TT,sakarya
M02863,42640,43997,Female,C,25-31,Master's Degree,PP,kastamonu
M02864,43805,44084,Female,F,39-45,Associate Degree,XX,samsun
M02865,43700,44664,Male,C,25-31,Primary School,PP,adana
